job_id,title,company,category,collar_type,description,key_responsibilities,required_skills,preferred_skills,required_experience_years,required_education,preferred_certifications,location_city,location_province,salary_min_zmw,salary_max_zmw,employment_type,work_schedule,language_requirements,application_deadline,posted_date,benefits,growth_opportunities,company_size,industry_sector
JOB000717,Safety Officer,Kansanshi Mining,Mining,White,Kansanshi seeks a Safety Officer. You will inspect plant. You must train staff. The role involves permits. You will investigate. You must report. The role requires PPE checks.,Inspect plant; Train staff; Permits; Investigate; Report,"Safety, Mining, Risk, OHS, Compliance",NEBOSH,3,Diploma in Safety,None,Solwezi,North-Western,16000,26000,Permanent,Full-time,English (Fluent),05/12/2025,10/11/2025,"Mining benefits, Housing, Medical",Safety Manager,Large (2000+),Mining
JOB000718,Logistics Officer,Alistair Group,Logistics,White,Alistair is hiring a Logistics Officer. You will track trucks. You must update clients. The role involves border docs. You will manage fuel. You must solve delays. The role requires shifts.,Track trucks; Update clients; Border docs; Manage fuel; Solve delays,"Logistics, Transport, Tracking, Communication, Problem Solving",French,2,Diploma in Logistics,None,Ndola,Copperbelt,10000,18000,Permanent,Full-time,English (Fluent),15/12/2025,12/11/2025,"Medical, Bonus, Phone",Operations Manager,Medium (200-500),Logistics
JOB000719,Store Manager,Game Stores,Retail,White,Game seeks a Store Manager. You will run the shop. You must control stock. The role involves staff mgmt. You will drive sales. You must ensure standards. The role requires reporting.,Run shop; Control stock; Staff mgmt; Drive sales; Ensure standards,"Retail Mgmt, Leadership, Inventory, Sales, Operations",FMCG,6,Diploma in Business,None,Lusaka,Lusaka,22000,38000,Permanent,Full-time,English (Fluent),28/12/2025,18/11/2025,"Car allowance, Medical, Bonus",Regional Manager,Large (500+),Retail
JOB000720,Mechanic,Toyota Zambia,Trades,Blue,Toyota is hiring a Mechanic. You will service cars. You must diagnose. The role involves repairs. You will test drive. You must clean tools. The role requires safety.,Service cars; Diagnose; Repairs; Test drive; Clean tools,"Auto Mechanics, Toyota, Diagnostics, Tools, Safety",License,3,Certificate in Mechanics,None,Livingstone,Southern,8000,14000,Permanent,Full-time,English (Fluent),10/12/2025,08/11/2025,"Medical, Lunch, Bonus",Foreman,Large (500+),Automotive
JOB000721,Receptionist,Protea Hotels,Admin,Pink,Protea seeks a Receptionist. You will check in guests. You must answer calls. The role involves billing. You will help guests. You must be smart. The role requires shifts.,Check in; Answer calls; Billing; Help guests; Be smart,"Reception, Hotel, Opera, English, Service",None,1,Certificate in Hotel,None,Ndola,Copperbelt,6000,9000,Permanent,Shift Work,English (Fluent),20/12/2025,15/11/2025,"Meals, Medical, Uniform",Supervisor,Medium (200-500),Hospitality
JOB000722,Software Developer,Liquid Telecom,Technology,White,Liquid is hiring a Developer. You will code apps. You must test. The role involves API. You will fix bugs. You must document. The role requires agile.,Code apps; Test; API; Fix bugs; Document,"Coding, Python, SQL, Web Dev, Agile",Degree,3,Degree in IT,None,Lusaka,Lusaka,16000,28000,Permanent,Full-time,English (Fluent),30/12/2025,20/11/2025,"Tech allowance, Medical, Internet",Senior Dev,Large (500+),Telecommunications
JOB000723,HR Assistant,Choppies,HR,White,Choppies seeks an HR Asst. You will file. You must recruit. The role involves leave. You will answer staff. You must data entry. The role requires travel.,File; Recruit; Leave; Answer staff; Data entry,"HR Admin, Retail, Records, Excel, Communication",None,1,Diploma in HR,None,Lusaka,Lusaka,8000,12000,Permanent,Full-time,English (Fluent),12/12/2025,10/11/2025,"Discount, Medical, Transport",HR Officer,Large (500+),Retail
JOB000724,Civil Engineer,Mota-Engil,Construction,White,Mota-Engil is hiring an Engineer. You will supervise road. You must check quality. The role involves materials. You will calculate. You must report. The role requires site.,Supervise road; Check quality; Materials; Calculate; Report,"Civil Eng, Road Construction, Site, Quality, Math",EIZ,3,Degree in Civil Eng,EIZ Member,Chinsali,Muchinga,15000,25000,Contract,Full-time,English (Fluent),25/12/2025,12/11/2025,"Site allowance, Medical, Transport",Senior Eng,Large (1000+),Construction
JOB000725,Call Center Agent,MTN,Business,Pink,MTN seeks an Agent. You will take calls. You must help clients. The role involves sales. You will log issues. You must be patient. The role requires shifts.,Take calls; Help clients; Sales; Log issues; Be patient,"Customer Service, Communication, Sales, Computer, Patience",Typing,0,Grade 12 Certificate,None,Lusaka,Lusaka,5000,8000,Contract,Shift Work,"English, Nyanja",05/12/2025,15/11/2025,"Airtime, Medical, Shift pay",Team Leader,Large (1000+),Telecommunications
JOB000726,Lab Tech,Mopani,Engineering,White,Mopani is hiring a Lab Tech. You will test samples. You must use XRF. The role involves data entry. You will crush ore. You must clean lab. The role requires shifts.,Test samples; Use XRF; Data entry; Crush ore; Clean lab,"Chemistry, Lab Ops, XRF, Safety, Mining",Exp,2,Certificate in Lab,None,Kitwe,Copperbelt,10000,16000,Permanent,Shift Work,English (Fluent),18/12/2025,10/11/2025,"Mining benefits, Housing, Medical",Chemist,Large (2000+),Mining
JOB000727,Marketing Officer,Zambian Breweries,Business,White,Zambian Breweries seeks a Marketer. You will run promos. You must do events. The role involves social media. You will track sales. You must brand bars. The role requires travel.,Run promos; Do events; Social media; Track sales; Brand bars,"Marketing, FMCG, Events, Digital, Sales",License,2,Diploma in Marketing,ZIM Member,Lusaka,Lusaka,12000,20000,Permanent,Full-time,English (Fluent),22/12/2025,18/11/2025,"Product, Medical, Bonus",Brand Manager,Large (1000+),FMCG
JOB000728,Agronomist,Seed Co,Agriculture,White,Seed Co is hiring an Agronomist. You will sell seeds. You must visit farms. The role involves demos. You will advise. You must hit targets. The role requires driving.,Sell seeds; Visit farms; Demos; Advise; Hit targets,"Sales, Agronomy, Agriculture, Driving, Communication",License,3,Diploma in Agriculture,None,Mpika,Muchinga,14000,22000,Permanent,Full-time,English (Fluent),10/12/2025,08/11/2025,"Car, Commission, Medical",Manager,Medium (200-500),Agriculture
JOB000729,Chef,Latitude 15,Hospitality,Blue,Latitude 15 seeks a Chef. You will cook. You must prep. The role involves hygiene. You will plate. You must clean. The role requires speed.,Cook; Prep; Hygiene; Plate; Clean,"Cooking, Culinary, Hygiene, Speed, Teamwork",Exp,3,Certificate in Cooking,None,Lusaka,Lusaka,8000,12000,Permanent,Shift Work,English (Fluent),15/12/2025,12/11/2025,"Meals, Medical, Tips",Head Chef,Medium (50-200),Hospitality
JOB000730,Electrician,ZESCO,Trades,Blue,ZESCO is hiring an Electrician. You will fix lines. You must climb. The role involves meters. You will switch HV. You must be safe. The role requires call out.,Fix lines; Climb; Meters; Switch HV; Be safe,"Electrical, Power Lines, Safety, Maintenance, HV",Trade Test,3,Craft Cert Electrical,None,Solwezi,North-Western,10000,16000,Permanent,Full-time,English (Fluent),30/12/2025,20/11/2025,"Utility benefits, Medical, Pension",Foreman,Large (2000+),Utilities
JOB000731,Legal Secretary,Corpus,Legal,Pink,Corpus seeks a Secretary. You will type. You must file. The role involves phone. You will diary. You must bill. The role requires admin.,Type; File; Phone; Diary; Bill,"Secretarial, Typing, Admin, Legal, English",None,2,Diploma in Admin,None,Lusaka,Lusaka,7000,10000,Permanent,Full-time,English (Fluent),05/12/2025,15/11/2025,"Medical, Transport, Bonus",Manager,Medium (50-200),Legal
JOB000732,Surveyor,Mota-Engil,Construction,White,Mota-Engil is hiring a Surveyor. You will measure. You must level. The role involves GPS. You will volume. You must draw. The role requires site.,Measure; Level; GPS; Volume; Draw,"Surveying, Construction, Math, CAD, GPS",Siz,3,Diploma in Surveying,None,Lusaka,Lusaka,14000,22000,Contract,Full-time,English (Fluent),12/12/2025,10/11/2025,"Site allowance, Transport, Medical",Senior,Large (1000+),Construction
JOB000733,Driver,DHL,Logistics,Blue,DHL seeks a Driver. You will deliver. You must route plan. The role involves scan. You will drive safe. You must uniform. The role requires time.,Deliver; Route plan; Scan; Drive safe; Uniform,"Driving, Logistics, Customer Service, Safety, Time",License,2,Grade 12 Certificate,Valid License,Ndola,Copperbelt,6000,10000,Permanent,Full-time,English (Fluent),20/12/2025,12/11/2025,"Medical, Bonus, Overtime",Supervisor,Medium (200-500),Logistics
JOB000734,Social Worker,ChildFund,NGO/Development,White,ChildFund is hiring a Social Worker. You will help kids. You must visit. The role involves reports. You will coordinate. You must assess. The role requires empathy.,Help kids; Visit; Reports; Coordinate; Assess,"Social Work, Child Protection, Community, Reporting, Empathy",SWAZ,3,Degree in Social Work,SWAZ Member,Lusaka,Lusaka,12000,18000,Contract,Full-time,English (Fluent),28/12/2025,18/11/2025,"NGO benefits, Medical, Transport",Manager,Medium (200-500),NGO/Development
JOB000735,Boilermaker,Hitachi,Trades,Blue,Hitachi seeks a Boilermaker. You will weld. You must read. The role involves repair. You will grind. You must crane. The role requires safety.,Weld; Read; Repair; Grind; Crane,"Welding, Heavy Equip, Safety, Fabrication, Tools",Trade Test,4,Craft Cert Welding,None,Lusaka,Lusaka,12000,20000,Permanent,Full-time,English (Fluent),10/12/2025,08/11/2025,"Medical, Pension, Bonus",Foreman,Large (500+),Mining Services
JOB000736,Storeman,Kagem,Logistics,Blue,Kagem is hiring a Storeman. You will issue. You must receive. The role involves count. You will stack. You must forklift. The role requires safety.,Issue; Receive; Count; Stack; Forklift,"Warehouse, Inventory, Safety, Forklift, Mining",License,2,Grade 12 Certificate,None,Lufwanyama,Copperbelt,8000,12000,Permanent,Full-time,English (Fluent),18/12/2025,15/11/2025,"Mining benefits, Housing, Medical",Supervisor,Large (500+),Mining
JOB000737,Accountant,Minet,Finance,White,Minet seeks an Accountant. You will bookkeep. You must tax. The role involves payroll. You will reconcile. You must report. The role requires Excel.,Bookkeep; Tax; Payroll; Reconcile; Report,"Accounting, Tax, Payroll, Excel, Accuracy",ZICA,2,Diploma in Accounting,ZICA Member,Lusaka,Lusaka,10000,16000,Permanent,Full-time,English (Fluent),25/12/2025,10/11/2025,"Medical, Pension, Bonus",Manager,Medium (200-500),Insurance
JOB000738,Security Guard,G4S,Security,Green_Grey,G4S is hiring a Guard. You will protect. You must patrol. The role involves access. You will monitor. You must report. The role requires stand.,Protect; Patrol; Access; Monitor; Report,"Security, Guarding, Safety, Physical, Honesty",None,1,Grade 12 Certificate,None,Lusaka,Lusaka,3000,5000,Contract,Shift Work,"English, Nyanja",05/12/2025,12/11/2025,"Uniform, Medical, Overtime",Senior,Large (2000+),Security
JOB000739,Clinical Officer,Mary Begg,Healthcare,White,Mary Begg seeks a CO. You will treat. You must diagnose. The role involves emergency. You will note. You must refer. The role requires shifts.,Treat; Diagnose; Emergency; Note; Refer,"Clinical Med, Diagnosis, Patient Care, EMR, Emergency",HPCZ,3,Diploma in Clinical Med,HPCZ Reg,Kalumbila,North-Western,15000,24000,Permanent,Shift Work,English (Fluent),15/12/2025,15/11/2025,"Mining benefits, Housing, Medical",Doctor,Medium (200-500),Healthcare
JOB000740,Bank Teller,FNB,Finance,Pink,FNB is hiring a Teller. You will cash. You must serve. The role involves process. You will balance. You must sales. The role requires accuracy.,Cash; Serve; Process; Balance; Sales,"Cash Handling, Banking, Customer Service, Accuracy, Math",None,1,Diploma in Banking,None,Solwezi,North-Western,7000,11000,Permanent,Full-time,English (Fluent),22/12/2025,18/11/2025,"Banking benefits, Medical, Bonus",Manager,Large (1000+),Banking
JOB000741,Safety Officer,Lumwana,Mining,White,Lumwana seeks a Safety Officer. You will inspect. You must correct. The role involves train. You will investigate. You must report. The role requires risk.,Inspect; Correct; Train; Investigate; Report,"Safety, Mining, Risk, OHS, Compliance",Blasting,4,Diploma in Safety,None,Kalumbila,North-Western,16000,26000,Permanent,Full-time,English (Fluent),30/12/2025,12/11/2025,"Mining benefits, Housing, Medical",Manager,Large (2000+),Mining
JOB000742,Sales Exec,FayLite,Business,White,FayLite is hiring a Sales Exec. You will sell. You must target. The role involves visit. You will quote. You must drive. The role requires CRM.,Sell; Target; Visit; Quote; Drive,"Sales, Construction, Driving, CRM, Negotiation",License,3,Diploma in Marketing,None,Lusaka,Lusaka,8000,15000,Permanent,Full-time,English (Fluent),10/12/2025,08/11/2025,"Commission, Car, Medical",Manager,Medium (50-200),Construction
JOB000743,Teacher (Primary),Rhodes Park,Education,White,Rhodes Park seeks a Teacher. You will teach. You must plan. The role involves mark. You will sport. You must report. The role requires care.,Teach; Plan; Mark; Sport; Report,"Primary Ed, Teaching, Curriculum, Child Care, English",TCZ Reg,3,Degree in Education,TCZ Reg,Lusaka,Lusaka,10000,18000,Permanent,Full-time,English (Fluent),12/12/2025,15/11/2025,"School fees, Medical, Pension",Head,Medium (200-500),Education
JOB000744,Receptionist,Toyota,Admin,Pink,Toyota is hiring a Receptionist. You will greet. You must phone. The role involves coffee. You will mail. You must assist. The role requires smile.,Greet; Phone; Coffee; Mail; Assist,"Reception, Admin, Customer Service, Professionalism, English",None,1,Certificate in Admin,None,Lusaka,Lusaka,5000,8000,Permanent,Full-time,English (Fluent),20/12/2025,10/11/2025,"Medical, Lunch, Bonus",Manager,Large (500+),Automotive
JOB000745,HR Manager,Choppies,HR,White,Choppies seeks an HR Manager. You will manage. You must union. The role involves recruit. You will payroll. You must advise. The role requires law.,Manage; Union; Recruit; Payroll; Advise,"HR Management, Retail, Labor Law, Payroll, Unions",ZIHRM,6,Degree in HR,ZIHRM Member,Lusaka,Lusaka,20000,32000,Permanent,Full-time,English (Fluent),05/12/2025,18/11/2025,"Car, Medical, Discount",Director,Large (500+),Retail
JOB000746,Journalist,Phoenix,Creative,White,Phoenix is hiring a Journalist. You will news. You must script. The role involves interview. You will record. You must research. The role requires speed.,News; Script; Interview; Record; Research,"Journalism, Radio, Writing, Voice, Research",Degree,2,Diploma in Journalism,None,Lusaka,Lusaka,7000,12000,Permanent,Full-time,English (Fluent),28/12/2025,15/11/2025,"Transport, Medical, Phone",Editor,Small (10-50),Media
JOB000747,Waiter,Spur,Hospitality,Pink,Spur seeks a Waiter. You will serve. You must tray. The role involves order. You will clean. You must smile. The role requires shifts.,Serve; Tray; Order; Clean; Smile,"Service, Food, Hygiene, Speed, Customer",None,1,Certificate in Hotel,None,Lusaka,Lusaka,3000,5000,Contract,Shift Work,English (Fluent),15/12/2025,12/11/2025,"Tips, Meals, Medical",Manager,Medium (50-200),Hospitality
JOB000748,Audit Senior,PwC,Finance,White,PwC is hiring a Senior. You will lead. You must check. The role involves travel. You will manage. You must report. The role requires IFRS.,Lead; Check; Travel; Manage; Report,"Audit, IFRS, Leadership, Excel, Client",ACCA,4,Degree in Accounting,ACCA,Lusaka,Lusaka,20000,32000,Permanent,Full-time,English (Fluent),25/12/2025,10/11/2025,"Car, Medical, Bonus",Manager,Medium (200-500),Consulting
JOB000749,Surveyor,Kansanshi,Engineering,White,Kansanshi seeks a Surveyor. You will pit. You must measure. The role involves set out. You will GPS. You must plan. The role requires safety.,Pit; Measure; Set out; GPS; Plan,"Mine Surveying, GPS, Surpac, Math, Safety",MSCC,4,Diploma in Surveying,MSCC,Solwezi,North-Western,18000,30000,Permanent,Full-time,English (Fluent),10/12/2025,08/11/2025,"Mining benefits, Housing, Medical",Chief,Large (2000+),Mining
JOB000750,Sales Rep,Seed Co,Agriculture,White,Seed Co is hiring a Rep. You will seeds. You must farms. The role involves demos. You will advise. You must targets. The role requires drive.,Seeds; Farms; Demos; Advise; Targets,"Sales, Agriculture, Seeds, Driving, Communication",License,2,Diploma in Agriculture,None,Choma,Southern,10000,16000,Permanent,Full-time,English (Fluent),30/12/2025,20/11/2025,"Car, Commission, Medical",Manager,Medium (200-500),Agriculture
JOB000751,IT Support,Bayport,Technology,White,Bayport seeks IT Support. You will help. You must fix. The role involves network. You will install. You must log. The role requires patience.,Help; Fix; Network; Install; Log,"IT Support, Windows, Networking, Hardware, Customer Service",A+,2,Diploma in IT,None,Lusaka,Lusaka,8000,14000,Permanent,Full-time,English (Fluent),18/12/2025,15/11/2025,"Medical, Transport, Bonus",Manager,Large (500+),Finance
JOB000752,Store Manager,Pep,Retail,White,Pep is hiring a Manager. You will run. You must cash. The role involves stock. You will lead. You must sales. The role requires standards.,Run; Cash; Stock; Lead; Sales,"Retail Mgmt, Leadership, Inventory, Sales, Operations",FMCG,4,Diploma in Business,None,Lusaka,Lusaka,8000,14000,Permanent,Full-time,English (Fluent),22/12/2025,18/11/2025,"Bonus, Medical, Discount",Manager,Large (1000+),Retail
JOB000753,Safety Officer,ZESCO,Engineering,White,ZESCO seeks a Safety Officer. You will inspect. You must enforce. The role involves train. You will investigate. You must report. The role requires risk.,Inspect; Enforce; Train; Investigate; Report,"OHS, Risk Assessment, Investigation, Training, Legislation",NEBOSH,3,Diploma in Safety,None,Lusaka,Lusaka,14000,22000,Permanent,Full-time,English (Fluent),05/12/2025,10/11/2025,"Utility benefits, Medical, Pension",Manager,Large (2000+),Utilities
JOB000754,Receptionist,Toyota,Admin,Pink,Toyota is hiring a Receptionist. You will greet. You must phone. The role involves coffee. You will mail. You must assist. The role requires smile.,Greet; Phone; Coffee; Mail; Assist,"Reception, Admin, Customer Service, Professionalism, English",None,1,Certificate in Admin,None,Ndola,Copperbelt,5000,8000,Permanent,Full-time,English (Fluent),12/12/2025,12/11/2025,"Medical, Lunch, Bonus",Manager,Large (500+),Automotive
JOB000755,Mechanic,Barloworld,Trades,Blue,Barloworld seeks a Mechanic. You will fix. You must change. The role involves service. You will diagnose. You must tools. The role requires safety.,Fix; Change; Service; Diagnose; Tools,"Diesel Mechanics, Heavy Equipment, Hydraulics, Safety, Field",Trade Test,4,Craft Cert Mechanics,EIZ Artisan,Kitwe,Copperbelt,14000,22000,Permanent,Full-time,English (Fluent),20/12/2025,15/11/2025,"Site allowance, Vehicle, Medical",Manager,Large (500+),Mining Services
JOB000756,HR Assistant,Airtel,HR,White,Airtel is hiring an Assistant. You will file. You must admin. The role involves leave. You will recruit. You must answer. The role requires secret.,File; Admin; Leave; Recruit; Answer,"HR Admin, Excel, Records, Communication, English",None,1,Diploma in HR,None,Lusaka,Lusaka,8000,12000,Permanent,Full-time,English (Fluent),15/12/2025,08/11/2025,"Telco benefits, Medical, Transport",Officer,Large (1000+),Telecommunications
JOB000757,Chef,Ocean Basket,Hospitality,Blue,Ocean Basket seeks a Chef. You will cook. You must clean. The role involves prep. You will plate. You must fast. The role requires hygiene.,Cook; Clean; Prep; Plate; Fast,"Cooking, Seafood, Speed, Hygiene, Teamwork",Exp,2,Certificate in Cooking,None,Lusaka,Lusaka,6000,9000,Permanent,Shift Work,English (Fluent),30/12/2025,18/11/2025,"Meals, Medical, Tips",Manager,Medium (50-200),Hospitality
JOB000758,Software Engineer,Tech360,Technology,White,Tech360 is hiring an Engineer. You will code. You must test. The role involves mobile. You will fix. You must design. The role requires team.,Code; Test; Mobile; Fix; Design,"Coding, Mobile Dev, Testing, Agile, Design",Degree,2,Degree in IT,None,Lusaka,Lusaka,12000,20000,Permanent,Full-time,English (Fluent),10/12/2025,10/11/2025,"Tech allowance, Medical, Bonus",Lead,Small (10-50),Technology
JOB000759,Legal Assistant,Corpus Legal,Legal,White,Corpus is hiring a Legal Assistant. You will draft documents. You must file at court. The role involves research. You will schedule. You must bill. The role requires admin.,Draft docs; File at court; Research; Schedule; Bill,"Legal Admin, Typing, English, Organization, Ethics",Diploma,2,Diploma in Law,None,Lusaka,Lusaka,8000,12000,Permanent,Full-time,English (Fluent),15/12/2025,12/11/2025,"Medical, Transport, Bonus",Associate,Medium (50-200),Legal
JOB000760,Store Manager,Choppies,Retail,White,Choppies seeks a Store Manager. You will run the shop. You must control stock. The role involves staff mgmt. You will drive sales. You must ensure standards.,Run shop; Control stock; Staff mgmt; Drive sales; Ensure standards,"Retail Mgmt, Leadership, Inventory, Sales, Operations",FMCG,5,Diploma in Business,None,Ndola,Copperbelt,12000,20000,Permanent,Full-time,English (Fluent),20/12/2025,15/11/2025,"Car, Medical, Discount",Regional Manager,Large (500+),Retail
JOB000761,Mechanic,Barloworld,Trades,Blue,Barloworld is hiring a Mechanic. You will fix machines. You must diagnose. The role involves service. You will change parts. You must test. The role requires safety.,Fix machines; Diagnose; Service; Change parts; Test,"Heavy Duty Mech, Hydraulics, Diagnostics, Safety, Field",Trade Test,4,Certificate in Mechanics,EIZ Artisan,Solwezi,North-Western,14000,22000,Permanent,Full-time,English (Fluent),30/12/2025,18/11/2025,"Field allowance, Medical, Pension",Service Manager,Large (500+),Mining Services
JOB000762,IT Support,ZRA,Technology,White,ZRA seeks IT Support. You will help users. You must fix PCs. The role involves network. You will install software. You must log tickets. The role requires travel.,Help users; Fix PCs; Network; Install software; Log tickets,"IT Support, Windows, Hardware, Networking, Customer Service",A+,2,Diploma in IT,None,Chirundu,Southern,10000,16000,Permanent,Full-time,English (Fluent),12/12/2025,10/11/2025,"Govt benefits, Housing, Medical",IT Manager,Large (1000+),Government
JOB000763,Sales Rep,Seed Co,Agriculture,White,Seed Co is hiring a Sales Rep. You will sell seeds. You must visit farms. The role involves demos. You will advise. You must hit targets. The role requires driving.,Sell seeds; Visit farms; Demos; Advise; Hit targets,"Sales, Agronomy, Agriculture, Driving, Communication",License,3,Diploma in Agriculture,None,Mkushi,Central,10000,16000,Permanent,Full-time,English (Fluent),25/12/2025,12/11/2025,"Car, Commission, Medical",Manager,Medium (200-500),Agriculture
JOB000764,Accountant,Minet,Finance,White,Minet seeks an Accountant. You will bookkeep. You must tax. The role involves payroll. You will reconcile. You must report. The role requires Excel.,Bookkeep; Tax; Payroll; Reconcile; Report,"Accounting, Tax, Payroll, Excel, Accuracy",ZICA,2,Diploma in Accounting,ZICA Member,Lusaka,Lusaka,10000,16000,Permanent,Full-time,English (Fluent),05/12/2025,15/11/2025,"Medical, Pension, Bonus",Manager,Medium (200-500),Insurance
JOB000765,HR Officer,ZESCO,HR,White,ZESCO is hiring an HR Officer. You will recruit. You must discipline. The role involves leave. You will records. You must advise. The role requires union.,Recruit; Discipline; Leave; Records; Advise,"HR Admin, Labor Law, Union, SAP, People",ZIHRM,3,Degree in HR,ZIHRM Member,Lusaka,Lusaka,14000,22000,Permanent,Full-time,English (Fluent),18/12/2025,12/11/2025,"Utility benefits, Medical, Pension",Senior,Large (2000+),Utilities
JOB000766,Civil Engineer,Velos,Construction,White,Velos seeks an Engineer. You will supervise. You must check. The role involves materials. You will calculate. You must report. The role requires site.,Supervise; Check; Materials; Calculate; Report,"Civil Eng, Construction, Site, Quality, Math",EIZ,3,Degree in Civil Eng,EIZ Member,Lusaka,Lusaka,15000,25000,Contract,Full-time,English (Fluent),22/12/2025,15/11/2025,"Site allowance, Medical, Transport",PM,Medium (200-500),Construction
JOB000767,Pharmacist,Sun Share,Healthcare,White,Sun Share is hiring a Pharmacist. You will dispense. You must check. The role involves advice. You will stock. You must comply. The role requires care.,Dispense; Check; Advice; Stock; Comply,"Pharmacy, Patient Care, Stock, ZAMRA, Safety",HPCZ,3,Bachelor of Pharmacy,HPCZ Reg,Lusaka,Lusaka,14000,22000,Permanent,Full-time,English (Fluent),10/12/2025,08/11/2025,"Medical, Transport, Allowance",Manager,Medium (200-500),Healthcare
JOB000768,Call Center Agent,Airtel,Business,Pink,Airtel seeks an Agent. You will answer. You must help. The role involves sales. You will log. You must be polite. The role requires shifts.,Answer; Help; Sales; Log; Polite,"Customer Service, Communication, Sales, Computer, Patience",Typing,0,Grade 12 Certificate,None,Lusaka,Lusaka,4500,6500,Contract,Shift Work,"English, Nyanja",30/12/2025,20/11/2025,"Airtime, Medical, Shift pay",Team Leader,Large (1000+),Telecommunications
JOB000769,Surveyor,Kansanshi,Engineering,White,Kansanshi is hiring a Surveyor. You will pit. You must measure. The role involves GPS. You will plan. You must safety. The role requires report.,Pit; Measure; GPS; Plan; Safety,"Mine Surveying, GPS, Surpac, Math, Safety",MSCC,4,Diploma in Surveying,MSCC,Solwezi,North-Western,18000,30000,Permanent,Full-time,English (Fluent),15/12/2025,10/11/2025,"Mining benefits, Housing, Medical",Chief,Large (2000+),Mining
JOB000770,Chef,Mfuwe Lodge,Hospitality,Blue,Mfuwe seeks a Chef. You will cook. You must plan. The role involves hygiene. You will stock. You must lead. The role requires bush.,Cook; Plan; Hygiene; Stock; Lead,"Cooking, Bush, Food, Hygiene, Baking",Exp,4,Certificate in Cooking,None,Mfuwe,Eastern,9000,15000,Contract,Full-time,English (Fluent),28/12/2025,18/11/2025,"Housing, Meals, Medical",Head Chef,Small (10-50),Hospitality
JOB000771,Data Entry,CSO,Admin,Pink,CSO is hiring a Clerk. You will enter. You must check. The role involves file. You will scan. You must fast. The role requires accuracy.,Enter; Check; File; Scan; Fast,"Data Entry, Typing, Accuracy, Excel, English",None,0,Grade 12 Certificate,None,Lusaka,Lusaka,3000,5000,Contract,Full-time,English (Fluent),05/12/2025,12/11/2025,"Lump sum, Lunch",Supervisor,Large (1000+),Government
JOB000772,Safety Officer,Lumwana,Mining,White,Lumwana seeks a Safety Officer. You will inspect. You must correct. The role involves train. You will investigate. You must report. The role requires risk.,Inspect; Correct; Train; Investigate; Report,"Safety, Mining, Risk, OHS, Compliance",Blasting,4,Diploma in Safety,None,Kalumbila,North-Western,16000,26000,Permanent,Full-time,English (Fluent),20/12/2025,15/11/2025,"Mining benefits, Housing, Medical",Manager,Large (2000+),Mining
JOB000773,Driver,Unitrans,Logistics,Blue,Unitrans is hiring a Driver. You will drive. You must check. The role involves load. You will deliver. You must safety. The role requires license.,Drive; Check; Load; Deliver; Safety,"Truck Driving, Logistics, Safety, Maintenance, Routes",Class CE,5,Grade 12 Certificate,Valid License,Mazabuka,Southern,8000,14000,Permanent,Full-time,English (Fluent),12/12/2025,08/11/2025,"Allowance, Medical, Bonus",Manager,Large (500+),Logistics
JOB000774,Receptionist,Toyota,Admin,Pink,Toyota seeks a Receptionist. You will greet. You must phone. The role involves mail. You will assist. You must smile. The role requires smart.,Greet; Phone; Mail; Assist; Smile,"Reception, Admin, Customer Service, Professionalism, English",None,1,Certificate in Admin,None,Lusaka,Lusaka,5000,8000,Permanent,Full-time,English (Fluent),25/12/2025,18/11/2025,"Medical, Lunch, Bonus",Manager,Large (500+),Automotive
JOB000775,Marketing Officer,Proflight,Business,White,Proflight is hiring a Marketer. You will social. You must events. The role involves ads. You will sales. You must brand. The role requires travel.,Social; Events; Ads; Sales; Brand,"Marketing, Social Media, Events, Sales, Aviation",Degree,2,Diploma in Marketing,ZIM Member,Lusaka,Lusaka,10000,16000,Permanent,Full-time,English (Fluent),10/12/2025,10/11/2025,"Flight discounts, Medical, Bonus",Manager,Medium (200-500),Aviation
JOB000776,Teacher,Rhodes Park,Education,White,Rhodes Park seeks a Teacher. You will teach. You must plan. The role involves mark. You will sport. You must report. The role requires care.,Teach; Plan; Mark; Sport; Report,"Primary Ed, Teaching, Curriculum, Child Care, English",TCZ Reg,3,Degree in Education,TCZ Reg,Lusaka,Lusaka,10000,18000,Permanent,Full-time,English (Fluent),30/12/2025,20/11/2025,"School fees, Medical, Pension",Head,Medium (200-500),Education
JOB000777,Electrician,Sugar Wyllie,Trades,Blue,Sugar Wyllie is hiring an Electrician. You will fix. You must maintain. The role involves install. You will read. You must safety. The role requires shifts.,Fix; Maintain; Install; Read; Safety,"Industrial Electrical, Maintenance, Troubleshooting, Safety",Trade Test,4,Craft Cert Electrical,EIZ Artisan,Mazabuka,Southern,12000,18000,Permanent,Shift Work,English (Fluent),15/12/2025,12/11/2025,"Housing, Medical, Overtime",Foreman,Medium (200-500),Manufacturing
JOB000778,Social Worker,UNICEF,NGO/Development,White,UNICEF seeks a Social Worker. You will protect. You must assess. The role involves community. You will report. You must coordinate. The role requires travel.,Protect; Assess; Community; Report; Coordinate,"Social Work, Child Protection, Rights, Reporting, UN",Degree,4,Degree in Social Work,None,Lusaka,Lusaka,20000,35000,Contract,Full-time,English (Fluent),22/12/2025,15/11/2025,"UN benefits, Medical, Gratuity",Specialist,Large (500+),NGO/Development
